region,cape_j_kg,lifted_index,precipitable_water_mm,wind_shear_0_6km_kts,rh_850hpa_pct,temp_anomaly_c,radar_reflectivity_dbz,rain_rate_mm_hr,rainfall_3h_accum_mm,cloud_top_temp_c,pressure_trend_3h_hpa,wind_gust_kmh,surface_temp_c,layer1_synoptic_instability,layer2_mesoscale_trigger,composite_risk_score,hazard_type
Northeast (Guwahati / Tawang / Shillong),1097.9,5.31,63.0,14.9,69.4,0.17,22.8,1.5,3.7,-30.9,-2.4,14.8,31.9,36.0,24.7,28.1,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2298.8,1.37,48.9,18.1,71.1,2.25,40.1,0.7,1.7,-74.2,-5.09,42.0,37.7,47.3,46.9,47.0,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),984.2,3.95,31.4,35.4,73.6,-0.87,19.8,0.2,0.3,-12.1,-1.02,49.9,37.1,32.2,20.7,24.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),662.4,5.8,46.1,9.4,91.0,-0.7,12.9,2.1,4.5,-59.0,-0.23,36.8,30.5,24.2,24.3,24.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2045.2,2.86,43.0,42.6,90.7,-2.21,34.1,1.9,2.8,-62.1,-1.48,26.7,40.8,53.6,33.6,39.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),972.2,5.66,15.1,21.7,65.4,-2.91,5.7,5.7,11.4,-28.4,-0.51,40.2,35.5,26.2,13.9,17.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),732.2,4.24,28.2,18.2,51.7,3.32,16.8,2.8,6.2,-2.5,-3.58,16.6,36.5,23.7,14.6,17.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),637.3,4.9,32.8,22.2,96.3,1.09,13.1,0.8,1.4,-22.6,3.83,20.2,28.7,26.3,14.4,18.0,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),332.4,5.03,47.3,5.0,76.0,1.67,43.5,0.4,0.7,-0.1,-1.0,70.9,39.9,23.9,31.2,29.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1362.3,1.94,49.9,12.6,49.2,0.22,32.7,0.3,0.6,-4.6,1.26,10.0,42.7,34.7,21.2,25.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),859.6,4.49,58.9,19.1,54.2,4.66,29.5,0.1,0.2,-48.1,1.76,24.4,24.5,34.6,29.1,30.7,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2353.8,1.09,32.1,34.1,87.9,4.37,47.0,44.8,58.2,-65.9,-1.28,11.5,36.7,53.8,51.8,52.4,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),3648.4,-3.54,21.3,23.5,63.1,0.46,27.9,5.6,13.9,-68.9,-0.7,23.3,23.3,65.0,35.4,44.3,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),634.2,6.06,30.1,47.1,53.1,0.44,22.3,5.9,9.3,-5.6,1.46,29.2,32.7,29.5,16.8,20.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),435.7,5.31,32.1,38.1,77.3,0.02,22.6,1.8,3.6,-43.2,-1.62,59.2,27.3,31.3,25.7,27.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),3201.3,-1.24,30.8,19.3,72.7,-1.95,43.8,0.1,0.3,-59.9,3.34,24.4,20.9,63.4,37.7,45.4,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1457.0,3.48,41.7,42.9,62.0,-0.4,31.6,0.6,0.9,-37.0,-1.62,44.4,36.5,38.2,28.4,31.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1421.7,2.53,51.8,11.2,63.5,-0.19,34.6,2.8,7.0,-16.1,2.79,59.8,28.4,39.3,28.8,31.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1643.3,2.96,36.2,13.2,64.4,-4.38,31.5,15.1,35.6,-1.5,1.76,10.2,30.0,40.1,24.5,29.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2613.5,2.44,49.0,17.9,67.4,-4.51,47.6,34.6,68.3,-64.1,0.78,30.6,28.2,52.2,54.0,53.4,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),2602.4,1.27,55.6,9.6,48.7,0.36,34.6,0.7,1.2,-67.4,0.41,28.8,18.5,50.5,30.8,36.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1984.1,1.45,41.9,14.5,25.3,2.33,48.6,48.7,104.5,-16.8,1.48,16.8,38.7,39.7,51.7,48.1,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),535.9,3.69,26.1,16.3,43.8,-1.19,20.0,3.8,5.2,18.0,-0.33,67.0,27.7,19.3,16.5,17.3,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),272.0,4.6,38.1,33.6,75.8,4.35,39.5,2.0,5.0,-13.2,-1.85,15.3,37.2,30.8,31.3,31.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),539.9,5.89,56.3,45.8,40.0,-0.12,19.7,3.9,9.6,-33.5,-3.85,41.3,32.9,36.3,25.9,29.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),355.9,5.22,50.8,34.5,87.0,-1.36,20.0,0.3,0.5,-0.6,-1.51,22.7,34.3,36.8,17.5,23.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2136.1,2.4,27.1,29.0,33.5,-2.63,28.8,0.8,1.9,-60.4,1.25,17.3,24.0,41.1,29.5,33.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),816.3,4.03,58.5,13.0,69.7,0.71,40.8,0.3,0.7,-31.4,-1.45,22.5,37.3,32.1,29.8,30.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1957.1,0.97,37.4,5.0,81.7,-3.92,28.3,8.3,11.5,-23.2,-4.65,33.0,13.7,42.0,29.5,33.2,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1315.7,4.09,27.0,12.9,87.0,-1.15,17.4,6.4,10.1,-19.5,-1.14,10.0,29.1,34.7,14.9,20.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),807.2,3.41,41.6,9.3,59.5,0.6,50.4,26.0,38.8,-13.0,1.15,25.7,19.3,31.2,42.3,39.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),643.9,4.22,20.7,29.3,45.9,-2.57,26.6,5.6,12.0,-32.5,-3.1,38.2,17.1,22.8,30.1,27.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),764.7,3.0,51.1,5.1,47.2,-0.65,21.4,6.7,17.2,-24.0,0.17,30.3,36.3,27.5,22.2,23.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),441.1,4.0,58.0,39.6,47.6,0.55,30.8,7.6,9.5,-25.8,-1.43,100.4,38.7,31.5,34.3,33.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),3709.8,-0.34,28.0,27.3,78.2,-2.18,68.0,19.6,50.8,-57.7,0.22,33.2,14.5,65.1,62.8,63.5,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1216.0,4.83,39.6,33.7,55.5,1.93,32.9,13.9,18.9,-32.6,1.58,14.2,28.8,35.4,27.7,30.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1317.1,4.68,54.2,55.3,84.8,2.57,12.5,8.9,18.5,-43.7,2.4,74.3,31.9,47.8,26.2,32.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1293.0,4.73,23.4,33.5,85.0,-1.72,31.3,4.9,10.6,-34.7,3.14,15.9,28.1,37.3,29.8,32.1,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2101.9,1.37,24.9,7.1,79.1,0.06,41.5,0.1,0.2,-38.5,1.39,33.3,13.9,40.4,33.5,35.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),711.4,5.38,38.7,20.5,75.9,0.23,14.3,5.3,8.9,-9.1,0.92,19.2,32.2,29.8,13.4,18.4,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2697.6,1.87,38.1,7.1,53.8,1.26,26.2,4.0,7.3,-49.4,-3.52,16.2,45.5,46.1,30.0,34.8,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1041.2,2.87,42.7,7.8,56.6,-0.15,27.9,11.6,28.8,-37.1,-2.28,19.5,23.4,33.3,29.4,30.6,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1011.8,4.21,40.5,16.2,67.7,-1.09,34.5,2.4,5.3,-41.8,3.93,10.0,25.9,28.1,26.4,26.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2960.6,-0.07,23.4,46.4,65.3,-1.82,61.3,48.8,101.5,-55.6,-0.28,15.7,28.9,60.4,66.9,65.0,CLOUDBURST_FLASHFLOOD
West (Mumbai / Ahmedabad / Jaipur),702.8,2.35,19.4,16.7,89.3,2.34,25.0,3.4,4.6,-27.4,-1.05,10.0,23.0,30.8,23.8,25.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1708.4,2.97,23.5,7.8,38.0,-0.77,38.9,0.1,0.2,-23.9,-2.59,10.6,18.7,32.8,30.4,31.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1286.0,2.57,49.0,24.4,78.6,-1.21,26.5,1.0,1.7,10.7,1.09,10.0,25.7,44.6,13.1,22.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),803.5,5.65,55.3,39.4,61.0,2.8,16.8,0.8,1.3,-38.9,-0.21,56.7,36.5,37.3,23.8,27.8,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1889.8,1.31,40.8,24.3,54.1,0.82,11.9,1.8,3.2,-18.7,-2.42,10.0,31.2,47.0,18.5,27.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),504.2,5.39,51.9,10.9,65.3,-1.75,37.0,1.3,3.2,-6.5,-1.49,26.9,31.2,26.4,25.4,25.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),798.3,4.54,33.5,25.9,59.4,0.07,40.1,1.6,3.2,-29.4,-0.07,10.0,25.7,31.3,33.7,32.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1391.1,1.15,36.9,7.7,76.4,-1.63,25.9,0.3,0.6,3.4,1.58,10.0,29.0,41.3,10.9,20.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3377.3,-1.14,54.9,15.1,80.1,-2.1,60.3,50.3,98.3,-66.1,-1.77,69.9,16.6,70.5,75.5,74.0,CLOUDBURST_FLASHFLOOD
Central (Nagpur / Bhopal / Raipur),3188.5,0.05,48.5,27.1,63.2,-0.7,42.2,2.8,6.4,-51.6,2.33,29.6,23.0,64.7,38.4,46.3,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1725.4,3.78,44.5,13.4,53.7,0.05,38.8,2.8,7.3,12.7,0.48,28.5,21.5,39.3,28.5,31.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1058.3,3.91,39.9,11.5,74.7,-0.86,30.0,0.4,1.1,-12.7,-0.61,10.0,28.6,32.9,20.3,24.1,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),215.8,6.66,25.8,5.0,79.5,1.69,7.5,3.7,7.9,-33.9,-1.96,10.0,33.8,16.3,17.8,17.4,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2314.2,2.02,43.2,13.0,81.8,1.93,39.9,15.3,26.3,-61.1,1.66,10.2,36.1,50.0,41.3,43.9,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),2526.6,1.63,46.3,27.3,80.5,-1.06,43.5,2.0,4.0,-65.8,1.73,48.4,30.7,55.0,39.6,44.2,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1709.6,3.32,72.9,5.3,71.6,0.11,33.7,0.7,0.9,-37.3,0.99,52.7,32.5,41.0,32.0,34.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1092.5,3.49,40.9,28.0,98.8,-0.54,19.2,21.6,30.8,-1.0,0.29,12.1,30.9,37.2,18.1,23.8,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2185.7,0.44,36.8,39.4,48.3,-1.68,38.6,3.0,7.3,-47.0,-1.97,12.4,32.8,53.0,32.0,38.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1261.0,5.36,45.9,36.4,90.5,0.85,21.3,1.1,2.5,16.3,-1.4,69.7,30.5,41.7,20.5,26.9,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1159.2,4.6,62.3,14.6,52.4,-3.64,0.0,8.4,12.9,-45.2,-1.33,32.9,23.0,33.8,15.2,20.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),356.0,5.21,46.9,17.0,70.3,-1.61,17.2,0.5,1.0,2.8,-3.18,15.4,24.4,29.3,17.2,20.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2112.9,2.51,39.5,10.1,41.8,-2.06,26.8,0.8,1.1,-61.1,0.42,35.0,31.3,41.7,28.6,32.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1425.9,3.62,31.0,11.6,65.0,-1.49,25.5,5.7,13.6,-53.6,-0.56,10.0,27.3,38.5,27.3,30.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),3178.3,-1.38,30.3,16.2,62.6,-1.89,48.4,43.4,70.4,-68.1,0.02,26.0,27.4,55.6,56.9,56.5,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),846.0,3.9,52.9,25.3,93.8,-3.06,6.9,2.2,4.4,-32.2,2.33,17.8,23.1,37.1,12.5,19.8,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),667.6,6.26,38.0,35.9,52.2,-0.14,36.7,0.3,0.8,-58.7,-4.13,81.3,21.5,28.3,42.5,38.2,SQUALL_SEVERE_GALE
South (Chennai / Bengaluru / Hyderabad / Kochi),2510.8,0.97,70.1,12.9,63.2,-0.32,33.4,3.9,5.7,-57.8,-0.73,10.0,27.8,59.7,30.2,39.1,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2853.4,0.74,43.2,16.2,66.7,0.48,49.1,40.5,98.6,-45.8,-1.11,24.1,31.7,58.0,57.4,57.6,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),1314.7,4.88,48.8,15.5,81.2,1.02,33.6,3.0,4.7,-20.5,1.68,10.1,33.5,35.4,24.7,27.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2247.4,1.5,34.2,13.5,72.5,1.39,46.9,84.0,114.3,-60.4,-3.02,32.1,30.8,41.1,68.8,60.5,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1038.8,2.8,30.5,36.4,70.2,-1.27,10.2,4.5,5.6,-13.6,-0.44,20.7,21.6,40.4,12.9,21.1,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1078.9,3.98,52.7,29.3,94.0,0.64,28.1,2.6,6.1,-12.1,-0.75,22.8,21.8,41.1,21.9,27.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1715.6,1.9,58.7,41.3,62.1,-0.08,55.3,43.6,52.4,13.7,-1.72,30.2,19.9,53.8,47.2,49.2,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1069.1,2.19,28.1,23.8,73.8,0.26,9.4,0.0,0.1,-9.0,0.27,25.6,11.5,30.7,9.2,15.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1549.5,3.86,31.7,14.1,58.0,-0.51,38.9,3.8,5.5,5.0,-0.61,16.1,27.1,33.3,23.1,26.2,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1401.2,2.89,32.8,11.7,66.9,-1.26,23.6,7.5,17.5,-24.2,-2.33,43.9,25.5,33.7,27.0,29.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),551.4,1.31,51.5,5.0,65.2,-0.04,20.9,4.6,11.0,-38.6,-2.49,10.0,29.5,29.9,29.5,29.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1544.1,3.22,47.1,12.3,98.8,-0.55,38.0,3.4,4.4,-20.7,-3.1,24.6,35.8,42.0,31.1,34.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),565.4,5.19,40.6,9.6,50.7,1.16,17.1,1.0,1.8,-2.5,-0.28,48.0,26.7,24.8,16.0,18.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2136.0,4.07,31.1,32.4,84.3,2.58,25.0,3.2,5.1,-57.6,-0.12,34.2,15.3,45.3,26.2,31.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2537.8,0.92,64.5,34.2,49.2,-1.57,68.0,112.9,137.9,-73.9,-2.82,10.0,17.0,56.4,81.9,74.2,CLOUDBURST_FLASHFLOOD
North (Delhi / Dehradun / Srinagar),1167.2,4.95,55.7,10.2,32.0,-0.68,13.3,7.8,14.0,18.0,1.64,26.1,24.7,29.3,13.9,18.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),3390.9,-0.01,14.1,20.1,62.8,5.6,40.7,4.1,7.6,-61.2,-2.94,29.9,36.9,56.7,38.3,43.8,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),2820.9,-0.35,54.0,12.0,78.2,-3.51,36.9,16.6,35.8,-59.4,-1.86,26.4,24.2,63.8,46.9,52.0,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1560.8,3.3,38.0,40.8,76.7,-3.04,49.0,19.2,29.7,-11.7,0.51,49.6,33.0,45.7,40.7,42.2,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1083.9,3.63,33.6,13.6,87.0,2.82,25.7,4.6,11.0,-10.1,2.01,11.1,41.5,32.8,18.3,22.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2402.0,0.37,52.7,22.9,77.7,4.71,50.6,51.4,96.2,-73.2,2.08,26.2,21.4,53.2,64.4,61.0,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),3429.7,-1.48,46.9,48.0,85.8,3.7,44.4,7.7,16.5,-75.8,0.96,60.5,36.4,72.6,46.7,54.5,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1642.7,1.93,43.2,31.0,51.6,1.19,20.9,6.0,11.2,-27.7,-4.64,27.8,33.3,42.4,27.8,32.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),3774.4,-1.56,29.4,22.3,84.9,-0.45,40.9,6.7,8.9,-69.5,-0.71,23.6,28.4,69.0,39.5,48.4,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),922.6,4.15,56.2,20.4,85.2,-0.1,17.8,1.8,4.7,-11.6,-2.85,10.0,29.5,38.6,16.9,23.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2005.9,1.33,24.7,9.1,93.2,1.38,29.0,1.0,2.2,-65.5,0.13,17.0,24.4,45.2,27.4,32.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1306.1,3.14,52.8,17.1,58.5,2.56,20.2,1.0,2.5,-58.3,-4.82,14.0,36.3,38.3,33.5,35.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),643.1,2.46,43.3,22.7,51.9,1.68,9.7,9.5,22.5,5.9,-1.61,24.5,26.3,32.7,14.8,20.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),984.9,2.82,41.5,31.2,84.7,-3.93,27.6,3.0,5.4,-29.8,-2.25,37.4,22.6,40.7,25.3,29.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2530.0,0.59,34.3,16.4,55.4,-2.09,49.1,21.7,47.0,-55.7,0.12,43.6,36.0,52.1,50.0,50.6,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1211.0,5.58,44.3,27.2,59.2,1.11,26.7,0.3,0.8,-36.6,-0.33,19.6,36.9,32.7,25.3,27.5,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),893.4,4.97,22.7,15.0,57.7,-2.54,19.0,2.2,4.5,-37.7,-4.68,10.0,17.0,26.9,24.6,25.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2906.5,-0.99,59.3,36.2,85.5,-3.69,51.9,26.4,55.8,-67.9,-1.77,77.8,16.3,68.8,60.9,63.3,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),2483.5,2.97,36.4,28.3,52.3,2.42,51.5,56.6,83.8,-77.1,0.71,25.5,32.8,48.2,65.1,60.0,CLOUDBURST_FLASHFLOOD
East (Kolkata / Bhubaneswar / Patna),1013.5,3.97,32.3,32.0,78.3,1.07,24.2,0.6,0.8,5.8,-2.51,21.5,28.5,34.4,21.1,25.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),3889.7,-3.14,39.2,49.2,88.6,3.91,49.7,78.9,175.8,-70.8,2.69,44.8,46.0,81.1,69.3,72.9,THUNDERSTORM_LIGHTNING
East (Kolkata / Bhubaneswar / Patna),1251.5,3.4,36.8,40.1,35.1,2.64,29.8,0.3,0.5,-26.7,3.43,82.6,27.0,37.8,27.0,30.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1647.8,3.89,59.4,10.9,74.7,-0.87,24.1,0.3,0.6,7.2,-1.74,10.0,24.0,44.2,17.7,25.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1389.2,1.86,17.7,22.5,64.6,1.04,54.8,15.2,30.6,-19.7,-0.23,15.4,41.4,34.7,38.6,37.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),721.0,3.31,41.0,41.2,71.6,-1.24,11.9,0.3,0.4,-18.8,3.64,97.6,17.4,40.2,17.5,24.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1185.5,5.8,64.2,31.2,80.1,-3.05,11.6,13.9,35.6,1.7,0.57,25.3,28.5,36.2,14.0,20.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1292.0,3.77,43.0,8.5,48.4,3.13,19.8,3.5,4.7,-4.0,0.69,10.3,42.2,28.9,13.0,17.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),283.6,4.87,44.6,12.3,86.5,0.07,14.5,1.4,3.1,-2.4,-2.52,10.0,27.1,26.0,13.9,17.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1594.5,2.68,41.6,25.3,81.0,3.47,37.2,1.3,2.6,2.6,0.74,22.8,22.8,46.4,27.4,33.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2292.5,1.76,32.9,25.5,58.8,0.74,65.6,22.9,35.4,-56.3,-1.69,10.0,28.1,51.7,55.6,54.4,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),570.9,4.63,49.6,8.7,60.8,1.11,19.6,7.9,18.8,-10.3,1.28,17.8,43.7,26.7,16.5,19.6,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2040.9,3.54,39.3,15.0,95.9,1.77,29.7,2.9,4.6,-73.0,-1.29,29.3,26.1,45.8,33.5,37.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2611.2,0.9,44.0,32.6,71.6,0.1,30.7,5.8,7.5,-51.3,-0.72,29.7,28.9,59.1,30.7,39.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),55.1,6.69,49.7,16.8,49.2,-0.02,19.0,11.0,23.8,2.0,-1.94,30.4,26.1,19.0,21.2,20.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1198.4,3.7,48.2,35.9,84.3,1.03,30.8,3.7,6.2,4.9,-3.75,56.8,24.6,40.3,31.9,34.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3848.6,-1.74,43.4,18.6,77.6,3.24,48.6,52.3,74.7,-56.2,0.16,41.6,20.9,69.1,54.7,59.0,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1569.3,3.93,54.6,27.9,56.4,1.61,5.6,0.5,0.7,-13.4,-1.64,16.6,38.7,46.0,6.7,18.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),271.6,6.55,56.2,13.9,78.8,0.54,11.0,4.7,5.7,-39.0,-0.87,18.2,46.1,20.6,13.4,15.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),488.6,3.06,53.0,34.3,43.6,-0.4,20.8,7.6,12.4,-0.0,1.64,15.3,35.2,32.4,15.6,20.6,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1616.2,2.74,56.8,40.1,93.0,0.24,20.5,0.1,0.1,-28.8,-2.87,75.1,27.8,50.1,26.2,33.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1973.7,4.51,61.0,12.8,78.0,-1.4,24.9,4.2,7.8,-23.7,-0.19,10.0,24.9,47.7,24.3,31.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1370.2,2.72,25.1,31.3,64.7,-1.66,13.9,0.3,0.5,1.6,4.19,28.3,32.4,40.4,12.0,20.5,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1554.3,3.44,80.6,32.4,70.7,-0.02,12.6,11.4,24.6,-17.2,-2.5,25.4,29.6,49.6,22.3,30.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1397.4,4.7,44.2,19.5,80.0,0.51,20.0,2.1,4.1,-5.8,-5.93,43.8,29.8,39.5,25.6,29.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),833.2,3.0,38.6,40.7,66.4,2.1,11.2,0.8,1.9,-12.8,3.64,37.2,27.5,36.3,10.0,17.9,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1400.1,2.75,44.4,6.0,46.0,-1.98,37.2,0.9,2.2,-1.8,0.37,40.8,22.9,33.5,23.0,26.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),382.9,3.35,21.3,9.7,87.6,0.52,35.4,0.4,0.7,-19.5,0.87,19.0,39.3,23.9,22.4,22.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1047.3,4.03,45.3,46.9,82.0,1.44,30.7,4.3,10.2,-36.3,0.33,49.8,36.9,42.5,29.2,33.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1887.8,2.69,30.9,37.1,62.0,-1.66,35.2,8.4,21.8,4.9,-2.85,58.0,8.0,47.9,32.4,37.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),688.2,5.4,43.0,14.2,81.3,-0.51,19.3,1.9,4.1,-25.8,-1.5,33.6,27.1,26.9,20.9,22.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1113.2,5.66,44.0,40.8,86.4,2.17,19.2,3.0,4.4,-6.2,-0.5,104.0,26.0,36.2,23.1,27.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1465.1,3.15,33.7,44.6,87.6,0.37,28.4,1.2,2.3,-7.3,-5.22,32.8,37.5,47.7,29.6,35.0,NORMAL_STABLE
